,id,date,store_nbr,family,sales,onpromotion
1338,1338,2013-01-01,46,HOME CARE,0.0,0
1339,1339,2013-01-01,46,LADIESWEAR,0.0,0
1340,1340,2013-01-01,46,LAWN AND GARDEN,0.0,0
1341,1341,2013-01-01,46,LINGERIE,0.0,0
1342,1342,2013-01-01,46,"LIQUOR,WINE,BEER",0.0,0
1343,1343,2013-01-01,46,MAGAZINES,0.0,0
1344,1344,2013-01-01,46,MEATS,0.0,0
1345,1345,2013-01-01,46,PERSONAL CARE,0.0,0
1346,1346,2013-01-01,46,PET SUPPLIES,0.0,0
1347,1347,2013-01-01,46,PLAYERS AND ELECTRONICS,0.0,0
1348,1348,2013-01-01,46,POULTRY,0.0,0
1349,1349,2013-01-01,46,PREPARED FOODS,0.0,0
1350,1350,2013-01-01,46,PRODUCE,0.0,0
1351,1351,2013-01-01,46,SCHOOL AND OFFICE SUPPLIES,0.0,0
1352,1352,2013-01-01,46,SEAFOOD,0.0,0
1353,1353,2013-01-01,47,AUTOMOTIVE,0.0,0
1354,1354,2013-01-01,47,BABY CARE,0.0,0
1355,1355,2013-01-01,47,BEAUTY,0.0,0
1356,1356,2013-01-01,47,BEVERAGES,0.0,0
1357,1357,2013-01-01,47,BOOKS,0.0,0
1358,1358,2013-01-01,47,BREAD/BAKERY,0.0,0
1359,1359,2013-01-01,47,CELEBRATION,0.0,0
1360,1360,2013-01-01,47,CLEANING,0.0,0
1361,1361,2013-01-01,47,DAIRY,0.0,0
1362,1362,2013-01-01,47,DELI,0.0,0
1363,1363,2013-01-01,47,EGGS,0.0,0
1364,1364,2013-01-01,47,FROZEN FOODS,0.0,0
1365,1365,2013-01-01,47,GROCERY I,0.0,0
1366,1366,2013-01-01,47,GROCERY II,0.0,0
1367,1367,2013-01-01,47,HARDWARE,0.0,0
1368,1368,2013-01-01,47,HOME AND KITCHEN I,0.0,0
1369,1369,2013-01-01,47,HOME AND KITCHEN II,0.0,0
1370,1370,2013-01-01,47,HOME APPLIANCES,0.0,0
1371,1371,2013-01-01,47,HOME CARE,0.0,0
1372,1372,2013-01-01,47,LADIESWEAR,0.0,0
1373,1373,2013-01-01,47,LAWN AND GARDEN,0.0,0
1374,1374,2013-01-01,47,LINGERIE,0.0,0
1375,1375,2013-01-01,47,"LIQUOR,WINE,BEER",0.0,0
1376,1376,2013-01-01,47,MAGAZINES,0.0,0
1377,1377,2013-01-01,47,MEATS,0.0,0
1378,1378,2013-01-01,47,PERSONAL CARE,0.0,0
1379,1379,2013-01-01,47,PET SUPPLIES,0.0,0
1380,1380,2013-01-01,47,PLAYERS AND ELECTRONICS,0.0,0
1381,1381,2013-01-01,47,POULTRY,0.0,0
1382,1382,2013-01-01,47,PREPARED FOODS,0.0,0
1383,1383,2013-01-01,47,PRODUCE,0.0,0
1384,1384,2013-01-01,47,SCHOOL AND OFFICE SUPPLIES,0.0,0
1385,1385,2013-01-01,47,SEAFOOD,0.0,0
1386,1386,2013-01-01,48,AUTOMOTIVE,0.0,0
1387,1387,2013-01-01,48,BABY CARE,0.0,0
1388,1388,2013-01-01,48,BEAUTY,0.0,0
1389,1389,2013-01-01,48,BEVERAGES,0.0,0
1390,1390,2013-01-01,48,BOOKS,0.0,0
1391,1391,2013-01-01,48,BREAD/BAKERY,0.0,0
1392,1392,2013-01-01,48,CELEBRATION,0.0,0
1393,1393,2013-01-01,48,CLEANING,0.0,0
1394,1394,2013-01-01,48,DAIRY,0.0,0
1395,1395,2013-01-01,48,DELI,0.0,0
1396,1396,2013-01-01,48,EGGS,0.0,0
1397,1397,2013-01-01,48,FROZEN FOODS,0.0,0
1398,1398,2013-01-01,48,GROCERY I,0.0,0
1399,1399,2013-01-01,48,GROCERY II,0.0,0
1400,1400,2013-01-01,48,HARDWARE,0.0,0
1401,1401,2013-01-01,48,HOME AND KITCHEN I,0.0,0
1402,1402,2013-01-01,48,HOME AND KITCHEN II,0.0,0
1403,1403,2013-01-01,48,HOME APPLIANCES,0.0,0
1404,1404,2013-01-01,48,HOME CARE,0.0,0
1405,1405,2013-01-01,48,LADIESWEAR,0.0,0
1406,1406,2013-01-01,48,LAWN AND GARDEN,0.0,0
1407,1407,2013-01-01,48,LINGERIE,0.0,0
1408,1408,2013-01-01,48,"LIQUOR,WINE,BEER",0.0,0
1409,1409,2013-01-01,48,MAGAZINES,0.0,0
1410,1410,2013-01-01,48,MEATS,0.0,0
1411,1411,2013-01-01,48,PERSONAL CARE,0.0,0
1412,1412,2013-01-01,48,PET SUPPLIES,0.0,0
1413,1413,2013-01-01,48,PLAYERS AND ELECTRONICS,0.0,0
1414,1414,2013-01-01,48,POULTRY,0.0,0
1415,1415,2013-01-01,48,PREPARED FOODS,0.0,0
1416,1416,2013-01-01,48,PRODUCE,0.0,0
1417,1417,2013-01-01,48,SCHOOL AND OFFICE SUPPLIES,0.0,0
1418,1418,2013-01-01,48,SEAFOOD,0.0,0
1419,1419,2013-01-01,49,AUTOMOTIVE,0.0,0
1420,1420,2013-01-01,49,BABY CARE,0.0,0
1421,1421,2013-01-01,49,BEAUTY,0.0,0
1422,1422,2013-01-01,49,BEVERAGES,0.0,0
1423,1423,2013-01-01,49,BOOKS,0.0,0
1424,1424,2013-01-01,49,BREAD/BAKERY,0.0,0
1425,1425,2013-01-01,49,CELEBRATION,0.0,0
1426,1426,2013-01-01,49,CLEANING,0.0,0
1427,1427,2013-01-01,49,DAIRY,0.0,0
1428,1428,2013-01-01,49,DELI,0.0,0
1429,1429,2013-01-01,49,EGGS,0.0,0
1430,1430,2013-01-01,49,FROZEN FOODS,0.0,0
1431,1431,2013-01-01,49,GROCERY I,0.0,0
1432,1432,2013-01-01,49,GROCERY II,0.0,0
1433,1433,2013-01-01,49,HARDWARE,0.0,0
1434,1434,2013-01-01,49,HOME AND KITCHEN I,0.0,0
1435,1435,2013-01-01,49,HOME AND KITCHEN II,0.0,0
1436,1436,2013-01-01,49,HOME APPLIANCES,0.0,0
1437,1437,2013-01-01,49,HOME CARE,0.0,0
1438,1438,2013-01-01,49,LADIESWEAR,0.0,0
1439,1439,2013-01-01,49,LAWN AND GARDEN,0.0,0
1440,1440,2013-01-01,49,LINGERIE,0.0,0
1441,1441,2013-01-01,49,"LIQUOR,WINE,BEER",0.0,0
1442,1442,2013-01-01,49,MAGAZINES,0.0,0
1443,1443,2013-01-01,49,MEATS,0.0,0
1444,1444,2013-01-01,49,PERSONAL CARE,0.0,0
1445,1445,2013-01-01,49,PET SUPPLIES,0.0,0
1446,1446,2013-01-01,49,PLAYERS AND ELECTRONICS,0.0,0
1447,1447,2013-01-01,49,POULTRY,0.0,0
1448,1448,2013-01-01,49,PREPARED FOODS,0.0,0
1449,1449,2013-01-01,49,PRODUCE,0.0,0
1450,1450,2013-01-01,49,SCHOOL AND OFFICE SUPPLIES,0.0,0
1451,1451,2013-01-01,49,SEAFOOD,0.0,0
1452,1452,2013-01-01,5,AUTOMOTIVE,0.0,0
1453,1453,2013-01-01,5,BABY CARE,0.0,0
1454,1454,2013-01-01,5,BEAUTY,0.0,0
1455,1455,2013-01-01,5,BEVERAGES,0.0,0
1456,1456,2013-01-01,5,BOOKS,0.0,0
1457,1457,2013-01-01,5,BREAD/BAKERY,0.0,0
1458,1458,2013-01-01,5,CELEBRATION,0.0,0
1459,1459,2013-01-01,5,CLEANING,0.0,0
1460,1460,2013-01-01,5,DAIRY,0.0,0
1461,1461,2013-01-01,5,DELI,0.0,0
1462,1462,2013-01-01,5,EGGS,0.0,0
1463,1463,2013-01-01,5,FROZEN FOODS,0.0,0
1464,1464,2013-01-01,5,GROCERY I,0.0,0
1465,1465,2013-01-01,5,GROCERY II,0.0,0
1466,1466,2013-01-01,5,HARDWARE,0.0,0
1467,1467,2013-01-01,5,HOME AND KITCHEN I,0.0,0
1468,1468,2013-01-01,5,HOME AND KITCHEN II,0.0,0
1469,1469,2013-01-01,5,HOME APPLIANCES,0.0,0
1470,1470,2013-01-01,5,HOME CARE,0.0,0
1471,1471,2013-01-01,5,LADIESWEAR,0.0,0
1472,1472,2013-01-01,5,LAWN AND GARDEN,0.0,0
1473,1473,2013-01-01,5,LINGERIE,0.0,0
1474,1474,2013-01-01,5,"LIQUOR,WINE,BEER",0.0,0
1475,1475,2013-01-01,5,MAGAZINES,0.0,0
1476,1476,2013-01-01,5,MEATS,0.0,0
1477,1477,2013-01-01,5,PERSONAL CARE,0.0,0
1478,1478,2013-01-01,5,PET SUPPLIES,0.0,0
1479,1479,2013-01-01,5,PLAYERS AND ELECTRONICS,0.0,0
1480,1480,2013-01-01,5,POULTRY,0.0,0
1481,1481,2013-01-01,5,PREPARED FOODS,0.0,0
1482,1482,2013-01-01,5,PRODUCE,0.0,0
1483,1483,2013-01-01,5,SCHOOL AND OFFICE SUPPLIES,0.0,0
1484,1484,2013-01-01,5,SEAFOOD,0.0,0
1485,1485,2013-01-01,50,AUTOMOTIVE,0.0,0
1486,1486,2013-01-01,50,BABY CARE,0.0,0
1487,1487,2013-01-01,50,BEAUTY,0.0,0
1488,1488,2013-01-01,50,BEVERAGES,0.0,0
1489,1489,2013-01-01,50,BOOKS,0.0,0
1490,1490,2013-01-01,50,BREAD/BAKERY,0.0,0
1491,1491,2013-01-01,50,CELEBRATION,0.0,0
1492,1492,2013-01-01,50,CLEANING,0.0,0
1493,1493,2013-01-01,50,DAIRY,0.0,0
1494,1494,2013-01-01,50,DELI,0.0,0
1495,1495,2013-01-01,50,EGGS,0.0,0
1496,1496,2013-01-01,50,FROZEN FOODS,0.0,0
1497,1497,2013-01-01,50,GROCERY I,0.0,0
1498,1498,2013-01-01,50,GROCERY II,0.0,0
1499,1499,2013-01-01,50,HARDWARE,0.0,0
1500,1500,2013-01-01,50,HOME AND KITCHEN I,0.0,0
1501,1501,2013-01-01,50,HOME AND KITCHEN II,0.0,0
1502,1502,2013-01-01,50,HOME APPLIANCES,0.0,0
1503,1503,2013-01-01,50,HOME CARE,0.0,0
1504,1504,2013-01-01,50,LADIESWEAR,0.0,0
1505,1505,2013-01-01,50,LAWN AND GARDEN,0.0,0
1506,1506,2013-01-01,50,LINGERIE,0.0,0
1507,1507,2013-01-01,50,"LIQUOR,WINE,BEER",0.0,0
1508,1508,2013-01-01,50,MAGAZINES,0.0,0
1509,1509,2013-01-01,50,MEATS,0.0,0
1510,1510,2013-01-01,50,PERSONAL CARE,0.0,0
1511,1511,2013-01-01,50,PET SUPPLIES,0.0,0
1512,1512,2013-01-01,50,PLAYERS AND ELECTRONICS,0.0,0
1513,1513,2013-01-01,50,POULTRY,0.0,0
1514,1514,2013-01-01,50,PREPARED FOODS,0.0,0
1515,1515,2013-01-01,50,PRODUCE,0.0,0
1516,1516,2013-01-01,50,SCHOOL AND OFFICE SUPPLIES,0.0,0
1517,1517,2013-01-01,50,SEAFOOD,0.0,0
1518,1518,2013-01-01,51,AUTOMOTIVE,0.0,0
1519,1519,2013-01-01,51,BABY CARE,0.0,0
1520,1520,2013-01-01,51,BEAUTY,0.0,0
1521,1521,2013-01-01,51,BEVERAGES,0.0,0
1522,1522,2013-01-01,51,BOOKS,0.0,0
1523,1523,2013-01-01,51,BREAD/BAKERY,0.0,0
1524,1524,2013-01-01,51,CELEBRATION,0.0,0
1525,1525,2013-01-01,51,CLEANING,0.0,0
1526,1526,2013-01-01,51,DAIRY,0.0,0
1527,1527,2013-01-01,51,DELI,0.0,0
1528,1528,2013-01-01,51,EGGS,0.0,0
1529,1529,2013-01-01,51,FROZEN FOODS,0.0,0
1530,1530,2013-01-01,51,GROCERY I,0.0,0
1531,1531,2013-01-01,51,GROCERY II,0.0,0
1532,1532,2013-01-01,51,HARDWARE,0.0,0
1533,1533,2013-01-01,51,HOME AND KITCHEN I,0.0,0
1534,1534,2013-01-01,51,HOME AND KITCHEN II,0.0,0
1535,1535,2013-01-01,51,HOME APPLIANCES,0.0,0
1536,1536,2013-01-01,51,HOME CARE,0.0,0
1537,1537,2013-01-01,51,LADIESWEAR,0.0,0
1538,1538,2013-01-01,51,LAWN AND GARDEN,0.0,0
1539,1539,2013-01-01,51,LINGERIE,0.0,0
1540,1540,2013-01-01,51,"LIQUOR,WINE,BEER",0.0,0
1541,1541,2013-01-01,51,MAGAZINES,0.0,0
1542,1542,2013-01-01,51,MEATS,0.0,0
1543,1543,2013-01-01,51,PERSONAL CARE,0.0,0
1544,1544,2013-01-01,51,PET SUPPLIES,0.0,0
1545,1545,2013-01-01,51,PLAYERS AND ELECTRONICS,0.0,0
1546,1546,2013-01-01,51,POULTRY,0.0,0
1547,1547,2013-01-01,51,PREPARED FOODS,0.0,0
1548,1548,2013-01-01,51,PRODUCE,0.0,0
1549,1549,2013-01-01,51,SCHOOL AND OFFICE SUPPLIES,0.0,0
1550,1550,2013-01-01,51,SEAFOOD,0.0,0
1551,1551,2013-01-01,52,AUTOMOTIVE,0.0,0
1552,1552,2013-01-01,52,BABY CARE,0.0,0
1553,1553,2013-01-01,52,BEAUTY,0.0,0
1554,1554,2013-01-01,52,BEVERAGES,0.0,0
1555,1555,2013-01-01,52,BOOKS,0.0,0
1556,1556,2013-01-01,52,BREAD/BAKERY,0.0,0
1557,1557,2013-01-01,52,CELEBRATION,0.0,0
1558,1558,2013-01-01,52,CLEANING,0.0,0
1559,1559,2013-01-01,52,DAIRY,0.0,0
1560,1560,2013-01-01,52,DELI,0.0,0
1561,1561,2013-01-01,52,EGGS,0.0,0
1562,1562,2013-01-01,52,FROZEN FOODS,0.0,0
1563,1563,2013-01-01,52,GROCERY I,0.0,0
1564,1564,2013-01-01,52,GROCERY II,0.0,0
1565,1565,2013-01-01,52,HARDWARE,0.0,0
1566,1566,2013-01-01,52,HOME AND KITCHEN I,0.0,0
1567,1567,2013-01-01,52,HOME AND KITCHEN II,0.0,0
1568,1568,2013-01-01,52,HOME APPLIANCES,0.0,0
1569,1569,2013-01-01,52,HOME CARE,0.0,0
1570,1570,2013-01-01,52,LADIESWEAR,0.0,0
1571,1571,2013-01-01,52,LAWN AND GARDEN,0.0,0
1572,1572,2013-01-01,52,LINGERIE,0.0,0
1573,1573,2013-01-01,52,"LIQUOR,WINE,BEER",0.0,0
1574,1574,2013-01-01,52,MAGAZINES,0.0,0
1575,1575,2013-01-01,52,MEATS,0.0,0
1576,1576,2013-01-01,52,PERSONAL CARE,0.0,0
1577,1577,2013-01-01,52,PET SUPPLIES,0.0,0
1578,1578,2013-01-01,52,PLAYERS AND ELECTRONICS,0.0,0
1579,1579,2013-01-01,52,POULTRY,0.0,0
1580,1580,2013-01-01,52,PREPARED FOODS,0.0,0
1581,1581,2013-01-01,52,PRODUCE,0.0,0
1582,1582,2013-01-01,52,SCHOOL AND OFFICE SUPPLIES,0.0,0
1583,1583,2013-01-01,52,SEAFOOD,0.0,0
1584,1584,2013-01-01,53,AUTOMOTIVE,0.0,0
1585,1585,2013-01-01,53,BABY CARE,0.0,0
1586,1586,2013-01-01,53,BEAUTY,0.0,0
1587,1587,2013-01-01,53,BEVERAGES,0.0,0
1588,1588,2013-01-01,53,BOOKS,0.0,0
1589,1589,2013-01-01,53,BREAD/BAKERY,0.0,0
1590,1590,2013-01-01,53,CELEBRATION,0.0,0
1591,1591,2013-01-01,53,CLEANING,0.0,0
1592,1592,2013-01-01,53,DAIRY,0.0,0
1593,1593,2013-01-01,53,DELI,0.0,0
1594,1594,2013-01-01,53,EGGS,0.0,0
1595,1595,2013-01-01,53,FROZEN FOODS,0.0,0
1596,1596,2013-01-01,53,GROCERY I,0.0,0
1597,1597,2013-01-01,53,GROCERY II,0.0,0
1598,1598,2013-01-01,53,HARDWARE,0.0,0
1599,1599,2013-01-01,53,HOME AND KITCHEN I,0.0,0
1600,1600,2013-01-01,53,HOME AND KITCHEN II,0.0,0
1601,1601,2013-01-01,53,HOME APPLIANCES,0.0,0
1602,1602,2013-01-01,53,HOME CARE,0.0,0
1603,1603,2013-01-01,53,LADIESWEAR,0.0,0
1604,1604,2013-01-01,53,LAWN AND GARDEN,0.0,0
1605,1605,2013-01-01,53,LINGERIE,0.0,0
1606,1606,2013-01-01,53,"LIQUOR,WINE,BEER",0.0,0
1607,1607,2013-01-01,53,MAGAZINES,0.0,0
1608,1608,2013-01-01,53,MEATS,0.0,0
1609,1609,2013-01-01,53,PERSONAL CARE,0.0,0
1610,1610,2013-01-01,53,PET SUPPLIES,0.0,0
1611,1611,2013-01-01,53,PLAYERS AND ELECTRONICS,0.0,0
1612,1612,2013-01-01,53,POULTRY,0.0,0
1613,1613,2013-01-01,53,PREPARED FOODS,0.0,0
1614,1614,2013-01-01,53,PRODUCE,0.0,0
1615,1615,2013-01-01,53,SCHOOL AND OFFICE SUPPLIES,0.0,0
1616,1616,2013-01-01,53,SEAFOOD,0.0,0
1617,1617,2013-01-01,54,AUTOMOTIVE,0.0,0
1618,1618,2013-01-01,54,BABY CARE,0.0,0
1619,1619,2013-01-01,54,BEAUTY,0.0,0
1620,1620,2013-01-01,54,BEVERAGES,0.0,0
1621,1621,2013-01-01,54,BOOKS,0.0,0
1622,1622,2013-01-01,54,BREAD/BAKERY,0.0,0
1623,1623,2013-01-01,54,CELEBRATION,0.0,0
1624,1624,2013-01-01,54,CLEANING,0.0,0
1625,1625,2013-01-01,54,DAIRY,0.0,0
1626,1626,2013-01-01,54,DELI,0.0,0
1627,1627,2013-01-01,54,EGGS,0.0,0
1628,1628,2013-01-01,54,FROZEN FOODS,0.0,0
1629,1629,2013-01-01,54,GROCERY I,0.0,0
1630,1630,2013-01-01,54,GROCERY II,0.0,0
1631,1631,2013-01-01,54,HARDWARE,0.0,0
1632,1632,2013-01-01,54,HOME AND KITCHEN I,0.0,0
1633,1633,2013-01-01,54,HOME AND KITCHEN II,0.0,0
1634,1634,2013-01-01,54,HOME APPLIANCES,0.0,0
1635,1635,2013-01-01,54,HOME CARE,0.0,0
1636,1636,2013-01-01,54,LADIESWEAR,0.0,0
1637,1637,2013-01-01,54,LAWN AND GARDEN,0.0,0
1638,1638,2013-01-01,54,LINGERIE,0.0,0
1639,1639,2013-01-01,54,"LIQUOR,WINE,BEER",0.0,0
1640,1640,2013-01-01,54,MAGAZINES,0.0,0
1641,1641,2013-01-01,54,MEATS,0.0,0
1642,1642,2013-01-01,54,PERSONAL CARE,0.0,0
1643,1643,2013-01-01,54,PET SUPPLIES,0.0,0
1644,1644,2013-01-01,54,PLAYERS AND ELECTRONICS,0.0,0
1645,1645,2013-01-01,54,POULTRY,0.0,0
1646,1646,2013-01-01,54,PREPARED FOODS,0.0,0
1647,1647,2013-01-01,54,PRODUCE,0.0,0
1648,1648,2013-01-01,54,SCHOOL AND OFFICE SUPPLIES,0.0,0
1649,1649,2013-01-01,54,SEAFOOD,0.0,0
1650,1650,2013-01-01,6,AUTOMOTIVE,0.0,0
1651,1651,2013-01-01,6,BABY CARE,0.0,0
1652,1652,2013-01-01,6,BEAUTY,0.0,0
1653,1653,2013-01-01,6,BEVERAGES,0.0,0
1654,1654,2013-01-01,6,BOOKS,0.0,0
1655,1655,2013-01-01,6,BREAD/BAKERY,0.0,0
1656,1656,2013-01-01,6,CELEBRATION,0.0,0
1657,1657,2013-01-01,6,CLEANING,0.0,0
1658,1658,2013-01-01,6,DAIRY,0.0,0
1659,1659,2013-01-01,6,DELI,0.0,0
1660,1660,2013-01-01,6,EGGS,0.0,0
1661,1661,2013-01-01,6,FROZEN FOODS,0.0,0
1662,1662,2013-01-01,6,GROCERY I,0.0,0
1663,1663,2013-01-01,6,GROCERY II,0.0,0
1664,1664,2013-01-01,6,HARDWARE,0.0,0
1665,1665,2013-01-01,6,HOME AND KITCHEN I,0.0,0
1666,1666,2013-01-01,6,HOME AND KITCHEN II,0.0,0
1667,1667,2013-01-01,6,HOME APPLIANCES,0.0,0
1668,1668,2013-01-01,6,HOME CARE,0.0,0
1669,1669,2013-01-01,6,LADIESWEAR,0.0,0
1670,1670,2013-01-01,6,LAWN AND GARDEN,0.0,0
1671,1671,2013-01-01,6,LINGERIE,0.0,0
1672,1672,2013-01-01,6,"LIQUOR,WINE,BEER",0.0,0
1673,1673,2013-01-01,6,MAGAZINES,0.0,0
1674,1674,2013-01-01,6,MEATS,0.0,0
1675,1675,2013-01-01,6,PERSONAL CARE,0.0,0
1676,1676,2013-01-01,6,PET SUPPLIES,0.0,0
1677,1677,2013-01-01,6,PLAYERS AND ELECTRONICS,0.0,0
1678,1678,2013-01-01,6,POULTRY,0.0,0
1679,1679,2013-01-01,6,PREPARED FOODS,0.0,0
1680,1680,2013-01-01,6,PRODUCE,0.0,0
1681,1681,2013-01-01,6,SCHOOL AND OFFICE SUPPLIES,0.0,0
1682,1682,2013-01-01,6,SEAFOOD,0.0,0
1683,1683,2013-01-01,7,AUTOMOTIVE,0.0,0
1684,1684,2013-01-01,7,BABY CARE,0.0,0
1685,1685,2013-01-01,7,BEAUTY,0.0,0
1686,1686,2013-01-01,7,BEVERAGES,0.0,0
1687,1687,2013-01-01,7,BOOKS,0.0,0
1688,1688,2013-01-01,7,BREAD/BAKERY,0.0,0
1689,1689,2013-01-01,7,CELEBRATION,0.0,0
1690,1690,2013-01-01,7,CLEANING,0.0,0
1691,1691,2013-01-01,7,DAIRY,0.0,0
1692,1692,2013-01-01,7,DELI,0.0,0
1693,1693,2013-01-01,7,EGGS,0.0,0
1694,1694,2013-01-01,7,FROZEN FOODS,0.0,0
1695,1695,2013-01-01,7,GROCERY I,0.0,0
1696,1696,2013-01-01,7,GROCERY II,0.0,0
1697,1697,2013-01-01,7,HARDWARE,0.0,0
1698,1698,2013-01-01,7,HOME AND KITCHEN I,0.0,0
1699,1699,2013-01-01,7,HOME AND KITCHEN II,0.0,0
1700,1700,2013-01-01,7,HOME APPLIANCES,0.0,0
1701,1701,2013-01-01,7,HOME CARE,0.0,0
1702,1702,2013-01-01,7,LADIESWEAR,0.0,0
1703,1703,2013-01-01,7,LAWN AND GARDEN,0.0,0
1704,1704,2013-01-01,7,LINGERIE,0.0,0
1705,1705,2013-01-01,7,"LIQUOR,WINE,BEER",0.0,0
1706,1706,2013-01-01,7,MAGAZINES,0.0,0
1707,1707,2013-01-01,7,MEATS,0.0,0
1708,1708,2013-01-01,7,PERSONAL CARE,0.0,0
1709,1709,2013-01-01,7,PET SUPPLIES,0.0,0
1710,1710,2013-01-01,7,PLAYERS AND ELECTRONICS,0.0,0
1711,1711,2013-01-01,7,POULTRY,0.0,0
1712,1712,2013-01-01,7,PREPARED FOODS,0.0,0
1713,1713,2013-01-01,7,PRODUCE,0.0,0
1714,1714,2013-01-01,7,SCHOOL AND OFFICE SUPPLIES,0.0,0
1715,1715,2013-01-01,7,SEAFOOD,0.0,0
1716,1716,2013-01-01,8,AUTOMOTIVE,0.0,0
1717,1717,2013-01-01,8,BABY CARE,0.0,0
1718,1718,2013-01-01,8,BEAUTY,0.0,0
1719,1719,2013-01-01,8,BEVERAGES,0.0,0
1720,1720,2013-01-01,8,BOOKS,0.0,0
1721,1721,2013-01-01,8,BREAD/BAKERY,0.0,0
1722,1722,2013-01-01,8,CELEBRATION,0.0,0
1723,1723,2013-01-01,8,CLEANING,0.0,0
1724,1724,2013-01-01,8,DAIRY,0.0,0
1725,1725,2013-01-01,8,DELI,0.0,0
1726,1726,2013-01-01,8,EGGS,0.0,0
1727,1727,2013-01-01,8,FROZEN FOODS,0.0,0
1728,1728,2013-01-01,8,GROCERY I,0.0,0
1729,1729,2013-01-01,8,GROCERY II,0.0,0
1730,1730,2013-01-01,8,HARDWARE,0.0,0
1731,1731,2013-01-01,8,HOME AND KITCHEN I,0.0,0
1732,1732,2013-01-01,8,HOME AND KITCHEN II,0.0,0
1733,1733,2013-01-01,8,HOME APPLIANCES,0.0,0
1734,1734,2013-01-01,8,HOME CARE,0.0,0
1735,1735,2013-01-01,8,LADIESWEAR,0.0,0
1736,1736,2013-01-01,8,LAWN AND GARDEN,0.0,0
1737,1737,2013-01-01,8,LINGERIE,0.0,0
1738,1738,2013-01-01,8,"LIQUOR,WINE,BEER",0.0,0
1739,1739,2013-01-01,8,MAGAZINES,0.0,0
1740,1740,2013-01-01,8,MEATS,0.0,0
1741,1741,2013-01-01,8,PERSONAL CARE,0.0,0
1742,1742,2013-01-01,8,PET SUPPLIES,0.0,0
1743,1743,2013-01-01,8,PLAYERS AND ELECTRONICS,0.0,0
1744,1744,2013-01-01,8,POULTRY,0.0,0
1745,1745,2013-01-01,8,PREPARED FOODS,0.0,0
1746,1746,2013-01-01,8,PRODUCE,0.0,0
1747,1747,2013-01-01,8,SCHOOL AND OFFICE SUPPLIES,0.0,0
1748,1748,2013-01-01,8,SEAFOOD,0.0,0
1749,1749,2013-01-01,9,AUTOMOTIVE,0.0,0
1750,1750,2013-01-01,9,BABY CARE,0.0,0
1751,1751,2013-01-01,9,BEAUTY,0.0,0
1752,1752,2013-01-01,9,BEVERAGES,0.0,0
1753,1753,2013-01-01,9,BOOKS,0.0,0
1754,1754,2013-01-01,9,BREAD/BAKERY,0.0,0
1755,1755,2013-01-01,9,CELEBRATION,0.0,0
1756,1756,2013-01-01,9,CLEANING,0.0,0
1757,1757,2013-01-01,9,DAIRY,0.0,0
1758,1758,2013-01-01,9,DELI,0.0,0
1759,1759,2013-01-01,9,EGGS,0.0,0
1760,1760,2013-01-01,9,FROZEN FOODS,0.0,0
1761,1761,2013-01-01,9,GROCERY I,0.0,0
1762,1762,2013-01-01,9,GROCERY II,0.0,0
1763,1763,2013-01-01,9,HARDWARE,0.0,0
1764,1764,2013-01-01,9,HOME AND KITCHEN I,0.0,0
1765,1765,2013-01-01,9,HOME AND KITCHEN II,0.0,0
1766,1766,2013-01-01,9,HOME APPLIANCES,0.0,0
1767,1767,2013-01-01,9,HOME CARE,0.0,0
1768,1768,2013-01-01,9,LADIESWEAR,0.0,0
1769,1769,2013-01-01,9,LAWN AND GARDEN,0.0,0
1770,1770,2013-01-01,9,LINGERIE,0.0,0
1771,1771,2013-01-01,9,"LIQUOR,WINE,BEER",0.0,0
1772,1772,2013-01-01,9,MAGAZINES,0.0,0
1773,1773,2013-01-01,9,MEATS,0.0,0
1774,1774,2013-01-01,9,PERSONAL CARE,0.0,0
1775,1775,2013-01-01,9,PET SUPPLIES,0.0,0
1776,1776,2013-01-01,9,PLAYERS AND ELECTRONICS,0.0,0
1777,1777,2013-01-01,9,POULTRY,0.0,0
1778,1778,2013-01-01,9,PREPARED FOODS,0.0,0
1779,1779,2013-01-01,9,PRODUCE,0.0,0
1780,1780,2013-01-01,9,SCHOOL AND OFFICE SUPPLIES,0.0,0
1781,1781,2013-01-01,9,SEAFOOD,0.0,0
1782,1782,2013-01-02,1,AUTOMOTIVE,2.0,0
1783,1783,2013-01-02,1,BABY CARE,0.0,0
1784,1784,2013-01-02,1,BEAUTY,2.0,0
1785,1785,2013-01-02,1,BEVERAGES,1091.0,0
1786,1786,2013-01-02,1,BOOKS,0.0,0
1787,1787,2013-01-02,1,BREAD/BAKERY,470.652,0
1788,1788,2013-01-02,1,CELEBRATION,0.0,0
1789,1789,2013-01-02,1,CLEANING,1060.0,0
1790,1790,2013-01-02,1,DAIRY,579.0,0
1791,1791,2013-01-02,1,DELI,164.069,0
1792,1792,2013-01-02,1,EGGS,246.0,0
1793,1793,2013-01-02,1,FROZEN FOODS,131.0,0
1794,1794,2013-01-02,1,GROCERY I,2652.0,0
1795,1795,2013-01-02,1,GROCERY II,31.0,0
1796,1796,2013-01-02,1,HARDWARE,3.0,0
1797,1797,2013-01-02,1,HOME AND KITCHEN I,0.0,0
1798,1798,2013-01-02,1,HOME AND KITCHEN II,0.0,0
1799,1799,2013-01-02,1,HOME APPLIANCES,0.0,0
1800,1800,2013-01-02,1,HOME CARE,0.0,0
1801,1801,2013-01-02,1,LADIESWEAR,0.0,0
